address,total_rewards
0x4d286b910e5a4488d3e86282dd2af5046da3705b,2872
0x0cad008933a252a224320ee2b2b10b004563440e,2864
0x9bc910f14b0ee83689b9f49337b1dfd2962dbb94,2862
0xa1e6d046f7d76908ca869082c46191dad035e632,2857
0xcfbd9ae53eeab89951b5daea26176efdf6f39030,2814
0xf76334c608dea239457cbd724983905367d27b98,2807
0x271f0785cf223570c49bee727a0bd0956ff6cdeb,2807
0xa5e46089f6e9b1f5cd7d828727c6238cb2b3af75,2805
0xf77d5a52cb634b04680c2e907f95221ec33912c6,2795
0xf4d419447c80e62fded453612f5c17b326a9bb11,2745
0x07ea6302f16ce31158d01d96b24d487ba7ad5615,2671
0xd742aeeb0fe174d0ccb28ca9905ffd33bc9fe9fb,2656
0xc9718b9158bf979a6523d9f11b8f1d544231f05d,2641
0x9047d7d076c857296456ac79abe0e22c532a2996,2620
0x9520c4ba05bb81d875f6a36fd61fcba418d87626,2613
0x4e15422cac936d4d8213c83f9c5ba6dafe374806,2554
0x42b48e3454bf8c2d06e6ba54cb67b637b2db1013,2551
0xd02a691141804e2646384715350fd265d524df49,2549
0x4b7e04d325eb1bd1cee0e6389fb00f224954fdb6,2535
0x839016358583b375c9ac1c92531699a9709ab1ef,2524
0x14b915695e266908f1bebf316990c25ee4894c4d,2496
0xd790923a4826b7386f161aec7ac9f6c5183f96a9,2491
0x1cd936197ee9928858ef15d059db444bc9f2d08e,2478
0x791a6eba54b5abebd4f3a68e300500559d96f113,2469
0x1061596c1a63a3e72f8e1fdb40913130298f39bb,2406
0xffbb5b68a2dee390ef8230744f8d3a06f35102c3,2396
0x74c668285ead713d2323f20e94867f5dc06cca1a,2386
0xc9997573c4dbf5f0bc5bf42a27799eb439d67385,2364
0x61a0d43ed1520966090a53666c4e48d947a1b995,2356
0x1fcc475968a7fae3dc582cb4ada42cb155ebd1e7,2323
0xe605f0c88deb3697c0cf284a79f1f2dbcc52cc3b,2276
0xfd75dd09388b289177c0fc2b1fd82fb6dd5103b6,2263
0xfb491515629d7b4ed1ad9cd0fd8c3ce75d1be087,2153
0x35a72c07f33366bf00041b72b11a92e4731817a6,2152
0x050009ba03ac1ec2600539cec0317dadb11dc7de,2139
0x13f0aee1b19c0f0059d1b0472783139c6abfb42d,2128
0xff31898b480133cf417919ab55025343781cc08b,2124
0x1538ac87b1ba863f9637c19c0c9d9a1ba98bc27d,2108
0x6081d1cdfb99c340cf926c06a450fdcfad11c7f5,2082
0x8cd187bfeb928a701c7063ddbb3a3d3b6041cd9b,2075
0x10a28632a3133536b4d0f5aad2e96b5f8b7d9a84,2072
0x16962d9196736fa732dcf28a45d4580f3eb48940,2019
0xde75478008e5b50467940aeefb4303a59d312ba4,2010
0x137250c22f527642a7391d9f306b43bb9cfdf676,2006
0x2ebfdd69179f91971248fa30a2890e15591531c0,2002
0xe21e986e7370fc0d4f894e3fb442e2118cfb37a9,1942
0x57ca70e4bd188bf68de0338567cc7530b88215fb,1939
0x1d6ea450f99c04495537f71de5792cb3e97f9041,1937
0xf6d75f8fa74010fc97734163cf64d30aed01f751,1935
0x497ca35644767749ca721db5b3fa55ff54dd4a33,1926
0x880c205096f62bd9da0f1acf3c34794789bbabe6,1918
0x4098013bf148c436de1755017b4ace2c63b1a1e9,1916
0x28f9cb69a192c51935eec3abc69eede2965f7868,1913
0xa211e1ddd7cef8cd6a6507a21e33b8b81902c9ad,1912
0xec410e975682f2156ac3e2b207d0f4e5cc3a8d91,1901
0x6dd7687ad5f3a6c692540f8d45e88e6e21bc65b7,1886
0xed220b9ab3361fb06e5382ed7e75cd5485ceb6c9,1882
0x964b54237ea48f8a2c33f972e24c014e5bd1a71c,1871
0x21f6af178a497714ff975d1c208dc2027459016c,1853
0xaed9f2acfe5e2e86f540b430a2fac1cddb8b3c0f,1829
0xc62c734f64ac97418960b9d3e0a9745588202251,1809
0x832a38a79bdfcf2be39f43932ddd1c4803eadc48,1780
0x1f9d10e5b93c4f205c7f2e6476aea98544cdc55b,1780
0x57a10c1df0fbaa335b79131e7781d4b6adcd2822,1749
0x660bdd2187030ea0cff7114d9aec3f97f2b30519,1706
0xf3ec68ce18113c20441c4743966d7c3f2a5e4ca9,1697
0x02ad0b900363576513a1a23bfda7fc3b4b52fcc0,1674
0x0fafff2817de137b5195e706dc3e9caf90a01046,1658
0x30fdb1020f4908b9f91419828786c6b2868de8e9,1643
0x029b3172b2ebd577ff854c83f58211045615a758,1628
0x4d036928818bfc15285d74bc22ee9a1dafa60122,1586
0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b,1547
0x3a4061bfb18f71595183fa1d52d0167ac83f3e00,1541
0x77f3dd68c14a5955914d4aef9bca977768c5e68f,1514
0xaee7bd7e4ca2002e72107dbc5cce5956cf350052,1512
0xb201366978db44a94b0523949054b28ea043faee,1512
0x13940ac883f7b22ef6f76171ead4d0f5a0a6c8d8,1507
0x86e7dbc6575b53683ff70e9e0920b974212b9b70,1492
0xf4ab2e0a0c9f13be2ddf54d855a085e2287406ee,1482
0x0392ae5f3b35eaa9cf4148368366e158dab3a14c,1464
0x67daade472df5bf990f136ebfb57427fb150a4dc,1461
0xc069b19c821edd6690411654fbb70f458559bd6a,1418
0xb593b84a7c08f72fd6355a6729bce5b1d7c04e3e,1414
0x1ffee537f3ff77794808d61caf12b05bce7bda8b,1411
0x20936a11c17199c3eedf08d071279f386e319cc3,1405
0x87f8c64e99bae0b50f3552947d93d750fedb0242,1402
0x8fc09b0ca1db3305470802fd371a447f6061a769,1395
0x6b25c88779460a335b8c0a145b45881c084d3bd4,1394
0x7f7220c2cbf34151ebc5713828b8d0fa9967864a,1381
0x2a799fb09e19511fb10aa045595447d97b46b592,1372
0x385beeedf8813700c0eac72f956ccb7cf3256fca,1364
0x82918111230eb07e24f4fe2b52279ca5360d172f,1356
0xec74bbfbf843610b7d57ed5859c2a017f3de3218,1347
0x76a87cc31ec8fb46828ac2c0f678ac20644d4304,1327
0x4de6f265cae94b0baa312aa3c5c4cab909249013,1324
0x7cd13ada0b4cff8c1ca7a1a2d63015ff58c3f340,1319
0x9c9b128c51f385aea4807371995f132a8c6f6c56,1287
0xb7ea8190158ab7e6669f244372d10d97ff9a735a,1274
0xe11dcdaf89c516b39207fe09e50bdda5745dbf9e,1264
0x6d7225ff4eec1670314b5e25160900330a251b53,1256
0x01b899d1f3da9d718fdfa0537ef833e5b6f61b3f,1248
0x9139c093a545bf117672cc0b16b2bc49fb4a0924,1233
0xbff35fbc19ff05bf9740a2f0adab75b6e7a3c55d,1211
0x732a14d8196c401e58afa2e75c761230dc530674,1197
0x8d52c629cca4f4c4efea8b398e8d6256427b594c,1170
0xefe022d6c32cc87671f4ce9bc6757f28ce07eb56,1170
0x110e611bcba15733bdc544f2933f2e21a3396811,1156
0x4ecb0e69e190bca1c9730b7d8d644d38cfa90c52,1153
0xbfd01553b14e594c1ae6ab693a0cd03ec25b4c6c,1135
0x168f532e683a251516d8611d22af0773fdd94770,1135
0x1933a3602d1ad20840dc198946803e0ab2b49d06,1133
0x6c72184ec81a7b68e0aea1196610c5f28555b78b,1131
0x3e97cc1ffd19ad65c8644d1f8304bd79ed0b383c,1101
0x469607e697bf1ae57bf5751f98587e8eecd565ca,1092
0x3b6cc4cbf7ce88aaba85a7e5b5ae9ff094aa00a1,1073
0x157252999170cd6dd90a586f8ca458d01082e622,1071
0xcf9753f94e5f539ab2bea4582bfbe3d67dcc762b,1053
0x0223be446fdcdf1aec8b980498a4baad5cf01b6e,1046
0xcffef3c106214d1be8cbf40c76076578a9636ffd,1046
0x9a01f3e1b37be49d43292e2593b3e5c2297bce07,1032
0xaecd4991bd2ace684e7966d358799f4944f5512b,1016
0x3de7b630611a4244c1a684285fa23d9b4158e676,1015
0x883dc5bf174d751bd4821941ae5d4f22749e1336,1007
0x4f08f7fdbceb9d918446998fa6422ae2aa1334b9,986
0x928f2475c3fa837d428d9b0776b5d60d1c53b5c5,984
0x9c0e282684e1b6a0128559e99b135e49a2b81dec,962
0x790820ebee0700ba68e03b49a1b58ff62f715c8c,961
0xa9bdaf20ec77c590ac1bb8ffce2942466b07893f,956
0x16461ed038eb97be5a483c8a1618ce71b71a4ac8,934
0x6621f3a1065e4cba54058a2f6ed3dc1deefd6aec,930
0x93e0840b63629d856c847c6300e8cb4e3b2c9f99,927
0xdcace5015c70b11668f910de01e6e1271c90f236,916
0xc4273b45698f40906fdc41ba7ae3ceb251a5e70c,906
0xb819b99a1267e41aeeb11fcb2c857450f25406fe,901
0x678f012b57731d9b97858a3cae9aa93e82c73d1b,896
0x7435a0e7164ca69b36ab6983944a59e44eefc6fe,875
0x9577f3c59144fdf7c7a50e19a71faee57b1c95d4,872
0x9ed36539b6687da5a7f747349ceaa418c809b3e9,871
0x9df2a7cb7b8c701c3da067810d2b09956eab8182,863
0x2b513fbc01f7a72e3fe8336f9906072e366fd9cc,862
0x187f381ece4183496fec127489d7b2865e9f8d80,857
0xad3ea70309ab3b1b56ee3049df1a2fb9bd90ab61,856
0x5f9246caa3ca173e512b07c71ca7d5ac8a3d87d7,840
0x63cad78066b28c58f29f58a4f55827b2c2259776,828
0x388147115207366ebdea0c8bdeef07b925636bab,817
0x575bdc432b55d27d596050370f120a0e178211fe,805
0x743bc28e5eb0674abbdced74164eafdf60c03a8d,774
0x57c7c5b1f3b5571270c343fffd15193ec7e839c7,764
0x448e70bd08ef98248a077a4a7571f365872e73c2,760
0x92dd493a18d8db53f87bbb621bb7b4007ab8dfa8,743
0xb763286999517a193cabe5e004560cc4cda95f51,736
0xbad395349a59d36201d8c8d0c51905b5cd98adda,725
0x91962586c46ccf6fb53dad1f40d50ea20dee08b3,711
0xff3fc772434505abff38eecde3c689d4b0254528,701
0x14e9f90c304f6784bc529a68b6ef7e2f01271bce,699
0x0103c440765039fd90c4d41db564b21f9bc0c82a,698
0x69f1e459917b8625b244bdb8e45478d11bcdc8db,696
0xe94fdc8316043572f23ab891217c430fc75bc09b,692
0xd57d74c68875e9981b05e23d2684459c8c92ea43,692
0xfbc9404631edd833ffa15f8ac241810cf3ae1f4d,680
0xd6b9f1c641c5e7a542d38b785df4cb7b653d409a,664
0x549d4329968b16e52e6db02407ca471a91145615,655
0xe9fba15e7af3f41768aadf67d0ea1c5879618788,652
0xcaa6cfb06afb5d92fbca1b26476c945ed7476779,650
0xf325d42815b43c52f1182079f82f64be93bdc545,641
0xc188c82160b5e50a722210758f567e46d06fea82,634
0xb964b57b4404fb91341585260a7c0a4a2b3a7d2b,630
0xe0b306c243ce9806d5590bf0028e0c351a4f2e16,628
0xcdbb141b36a7f3783a086a89f4c4970218c53fa4,623
0x47bc7b7bb1c29c85d06b814bda0ec7acd82af4c8,622
0xa2cf40177f74e66725b14c3cbb1fb839b4366718,622
